source_url,source_tier,yielded
https://aligneddc.com/press-release/aip-mgx-and-blackrocks-gip-close-acquisition-of-aligned-data-centers/,1,1
https://www.global-infra.com/news/ai-infrastructure-partnership-aip-mgx-and-blackrocks-global-infrastructure-partners-gip-to-acquire-all-equity-in-aligned-data-centers/,1,0
https://investor.atmeta.com/investor-news/press-release-details/2026/Meta-Announces-New-Strategic-Venture-with-BlackRock-to-Develop-Data-Center-in-El-Paso/default.aspx,1,1
https://www.prnewswire.com/news-releases/meta-announces-new-strategic-venture-with-blackrock-to-develop-data-center-in-el-paso-302836040.html,1,1
https://about.fb.com/news/2026/07/meta-announces-new-venture-with-blackrock-to-develop-data-center-in-el-paso/,1,0
https://capacityglobal.com/news/metas-12bn-el-paso-bond-exposes-ai-debt-repricing/,3,1
https://www.bloomberg.com/news/articles/2026-07-20/blackrock-eyes-more-than-12-billion-debt-for-data-center,3,1
https://www.globenewswire.com/news-release/2026/07/14/3326975/0/en/global-infrastructure-partners-agrees-to-acquire-summit-ridge-energy.html,1,1
https://www.sec.gov/Archives/edgar/data/0000107263/000119312526301533/d152507dex991.htm,1,1
https://www.blackstone.com/news/press/williams-announces-5-34-billion-investment-in-power-innovation-joint-venture-from-blackstone/,1,1
https://investor.williams.com/news-releases/news-release-details/williams-announces-534-billion-investment-power-innovation-joint,1,1
https://www.bloomberg.com/news/articles/2026-07-13/blackstone-partners-investing-5-3-billion-in-williams-venture,3,1
https://www.datacenterdynamics.com/en/news/blackstone-invests-534bn-in-williams-behind-the-meter-natural-gas-power-projects-for-the-data-center-sector/,3,1
https://www.businesswire.com/news/home/20260803095185/en/KKR-Closes-$19.2-Billion-Infrastructure-Fund,1,1
https://www.pionline.com/alternative-investments/infastructure/pi-kkr-infrastructure-fundraise-2026/,3,1
https://www.infrastructureinvestor.com/kkr-achieves-19-2bn-final-close-for-latest-flagship-infra-fund/,2,1
https://www.businesswire.com/news/home/20260630667572/en/KKR-to-Acquire-EDF-power-solutions-North-American-Operations-for-$4.2-Billion,1,1
https://pv-magazine-usa.com/2026/07/01/kkr-to-acquire-edf-power-solutions-north-american-operations-for-4-2-billion/,3,1
https://www.utilitydive.com/news/kkr-to-buy-edf-power-solutions-north-american-operations-for-42b/824599/,3,1
https://www.cnbc.com/2026/07/01/kkr-sk-launch-1-3-billion-south-korea-renewable-energy-platform-ai-data-centers.html,3,1
https://www.bloomberg.com/news/articles/2026-07-01/kkr-invests-in-sk-renewable-assets-to-form-1-3-billion-platform,3,1
https://www.davispolk.com/experience/sk-inc-s-1-3-billion-renewable-energy-platform-kkr,2,1
https://www.esgtoday.com/kkr-sk-launch-1-3-billion-renewable-energy-platform-in-south-korea/,3,1
https://www.businesswire.com/news/home/20260610500794/en/KKR-Launches-Helix-Digital-Infrastructure-a-New-Company-to-Finance-and-Deliver-the-Next-Generation-of-AI-Infrastructure,1,0
https://www.datacenterdynamics.com/en/news/kkr-launches-helix-digital-infrastructure-to-deliver-hyperscale-data-centers-with-secured-power/,3,0
https://bam.brookfield.com/press-releases,1,1
https://bam.brookfield.com/press-releases/naver-nvidia-and-brookfield-expand-koreas-national-ai-factory-infrastructure,1,1
https://nvidianews.nvidia.com/news/naver-nvidia-and-brookfield-to-expand-koreas-national-ai-factory-infrastructure-buildout,1,1
https://www.globenewswire.com/news-release/2026/07/27/3333489/0/en/naver-nvidia-and-brookfield-to-expand-korea-s-national-ai-factory-infrastructure-buildout.html,1,1
https://www.bnnbloomberg.ca/business/company-news/2026/07/27/brookfield-to-commit-up-to-9-billion-to-expand-south-korean-ai-data-centre/,3,1
https://www.globenewswire.com/news-release/2026/07/22/3331786/0/en/brookfield-to-acquire-aypa-power-the-leading-north-american-battery-storage-platform-from-blackstone-energy-transition-partners.html,1,1
https://www.blackstone.com/news/press/brookfield-to-acquire-aypa-power-the-leading-north-american-battery-storage-platform-from-blackstone-energy-transition-partners/,1,1
https://bep.brookfield.com/press-releases/bep/brookfield-acquire-aypa-power-leading-north-american-battery-storage-platform,1,1
https://www.prnewswire.com/news-releases/doe-site-in-western-kentucky-revitalized-with-data-center-campus-and-dedicated-energy-project-creating-jobs-and-protecting-residents-and-businesses-from-costs-302837752.html,1,1
https://newsroom.nexteraenergy.com/2026-07-29-DOE-Site-in-Western-Kentucky-Revitalized-with-Data-Center-Campus-and-Dedicated-Energy-Project,-Creating-Jobs-and-Protecting-Residents-and-Businesses-from-Costs,1,1
https://www.kfvs12.com/2026/07/29/paducah-doe-site-picked-ai-computing-campus-including-power-generation-storage/,3,1
https://investor.bloomenergy.com/press-releases/press-release-details/2026/Brookfield-and-Bloom-Energy-Expand-AI-Infrastructure-Partnership-to-25-Billion-Fivefold-Increase-to-Build-and-Finance-Rapid-Power-for-AI-Infrastructure/default.aspx,1,1
https://www.blueowl.com/news/funds-managed-blue-owl-digital-infrastructure-strategy-launch-kirkwood-infrastructure-group,1,1
https://www.blueowl.com/news/blue-owl-capital-announces-7-billion-final-close-digital-infrastructure-fund,1,0
https://www.bloomberg.com/news/articles/2026-07-30/blue-owl-s-stack-seeks-5-9-billion-loan-extending-ai-debt-boom,3,1
https://www.mingtiandi.com/real-estate/crelist/blue-owls-stack-seeks-5-9b-loan-for-melbourne-data-centre-and-more-apac-real-estate-headlines/,3,1
https://www.bloomberg.com/news/articles/2026-07-02/blue-owl-bdcs-impose-caps-after-facing-19-38-requests-to-exit,3,1
https://www.semafor.com/article/07/02/2026/blue-owl-hit-by-billions-in-redemptions-again,3,1
https://www.bloomberg.com/news/articles/2026-07-30/blue-owl-reports-fund-raising-slow-down-amid-credit-pullback,3,1
https://www.digitalbridge.com/news/2026-07-01-digitalbridge-and-jexi-announce-formation-of-nippon-gateway-infrastructure-a-new-data-center-platform-in-japan,1,1
https://www.datacenterdynamics.com/en/news/digitalbridge-and-jexi-launch-new-data-center-colo-provider-in-japan/,3,1
https://www.sec.gov/Archives/edgar/data/2014474/000201447426000004/primary_doc.xml,1,1
https://www.sec.gov/Archives/edgar/data/2014474/000201447425000001/primary_doc.xml,1,1
https://data.sec.gov/submissions/CIK0002014474.json,1,1
https://www.sec.gov/Archives/edgar/data/1679688/000167968826000113/digitalbridge-2q26xearni.htm,1,0
https://ir.digitalbridge.com/news-releases/news-release-details/softbank-group-acquire-digitalbridge-4-billion-scale-next-gen-ai,1,0
https://group.softbank/en/news/press,1,1
https://group.softbank/en/news/press/20260701,1,1
https://group.softbank/en/news/press/20260702,1,1
https://www.japantimes.co.jp/business/2026/07/27/companies/softbank-openai-stake-new-lenders/,3,1
https://www.bloomberg.com/news/articles/2026-07-27/softbank-s-40-billion-loan-for-openai-stake-gets-21-new-lenders,3,1
https://www.bloomberg.com/news/articles/2026-07-21/banks-wrap-up-loan-backing-softbank-s-5-4-billion-robotics-bet,3,1
https://www.swissinfo.ch/eng/softbank-weighs-deal-for-robotics-startup-gravis/91794315,3,1
https://group.softbank/en/news/press/20251008,1,0
https://pitchbook.com/news/articles/blackstones-qts-secures-upsized-3-25b-leveraged-loan,2,1
https://www.bloomberg.com/news/articles/2026-07-15/ai-push-to-m-a-starved-loans-gains-fuel-with-supersized-qts-deal,3,1
https://www.bloomberg.com/news/articles/2026-07-22/blackstone-tying-up-3-billion-airtrunk-loan-as-data-center-debt-binge-woes-grow,3,1
https://finance.yahoo.com/technology/ai/articles/blackstone-finalizes-4-3-billion-210202993.html,3,1
https://www.tftc.io/ai-data-center-debt-blackstone-airtrunk-syd3-record-2026,5,1
https://www.bloomberg.com/news/articles/2026-06-18/blackstone-s-airtrunk-seeks-3-billion-loan-for-sydney-project,3,1
https://asia.nikkei.com/editor-s-picks/interview/blackstone-to-invest-30bn-in-japan-ai-data-centers-president,3,1
https://www.blackstone.com/news/press/blackstone-launches-apac-infrastructure-platform-hires-ami-momaya-to-lead-india/,1,0
https://www.blackstone.com/news/press/blackstone-infrastructure-to-invest-up-to-e2-billion-in-leading-pan%E2%80%91european-renewables-developer-eurowind-energy/,1,0
https://www.blackstone.com/news/press/blackstone-digital-infrastructure-trust-announces-pricing-of-up-to-2-billion-initial-public-offering/,1,0
https://www.sec.gov/Archives/edgar/data/2030772/000203077226000010/primary_doc.xml,1,0
https://www.sec.gov/Archives/edgar/data/2050229/000205022926000003/primary_doc.xml,1,0
https://www.sec.gov/Archives/edgar/data/2067858/000206785826000001/primary_doc.xml,1,1
https://www.sec.gov/Archives/edgar/data/72741/000110465926088698/tm2621633d1_ex99-1.htm,1,0
https://www.prnewswire.com/news-releases/txnm-energy-and-blackstone-infrastructure-extend-merger-agreement-302828825.html,1,0
https://ir.apollo.com/news-events/press-releases/detail/629/apollo-leads-35-billion-capital-solution-for-broadcom-ai,1,0
https://www.globenewswire.com/news-release/2026/06/09/3308896/0/en/apollo-leads-35-billion-capital-solution-for-broadcom-ai-xpv-platform-in-partnership-with-blackstone-and-leading-global-banks.html,1,0
https://www.bloomberg.com/news/articles/2026-07-09/apollo-s-35-billion-ai-chip-credit-deal-is-set-to-begin-trading,3,0
https://capacityglobal.com/news/anthropic-blackstone-apollo-35bn-ai-infrastructure-spv/,3,0
https://www.tradingkey.com/analysis/stocks/us-stocks/261954424-apo-bx-avgo-tpu-anthropic-tradingkey,3,0
https://www.bloomberg.com/news/articles/2026-06-29/digital-realty-pays-3-5-billion-for-blackstone-data-centers,3,0
https://www.cnbc.com/2026/06/30/digital-realty-blackstone-virginia-data-center-35-billion-stake.html,3,0
https://news.datacenterview.com/p/july-7-2026-affinius-capital-raises-905m-for-data-center-fund,3,1
https://www.infrastructureinvestor.com/dtcp-hits-e1-billion-first-close-for-latest-european-digital-infra-fund-exclusive/,2,1
https://www.datacenterknowledge.com/data-center-construction/new-data-center-developments-august-2026,3,0
https://baxtel.com/news/top-data-center-news-for-27th-july-1st-august-2026,3,0
https://efts.sec.gov/LATEST/search-index?q=%22Global%20Infrastructure%20Partners%22&startdt=2026-07-08&enddt=2026-08-07,1,0
https://efts.sec.gov/LATEST/search-index?q=%22DigitalBridge%22&startdt=2026-07-08&enddt=2026-08-07,1,1
https://efts.sec.gov/LATEST/search-index?q=%22Blackstone%22%20%22data%20center%22&startdt=2026-07-08&enddt=2026-08-07,1,1
https://efts.sec.gov/LATEST/search-index?q=%22Brookfield%22%20%22data%20center%22&startdt=2026-07-08&enddt=2026-08-07,1,1
https://efts.sec.gov/LATEST/search-index?q=%22Blue%20Owl%22&startdt=2026-07-08&enddt=2026-08-07,1,0
https://ionanalytics.com/insights/infralogic/brookfields-wide-ranging-ai-infra-strategy/,4,0
https://www.matterfact.com/newsletter/2026-07-06-ai-capex-tracker-financing-blinks,5,0
