source_url,source_tier,yielded
https://firmus.co/newsroom/firmus-announces-fully-subscribed-usdusd2-billion-strategic-equity-investment-to-accelerate-nvidia-ai-factory-expansion-across-australia-and-asia-pacific,1,1
https://www.prnewswire.com/news-releases/sk-telecom-launches-ai-data-center-infrastructure-company-sk-horizon-and-secures-investments-from-kkr-and-imm-302861694.html,1,1
https://www.blueowl.com/news/blue-owl-managed-funds-lead-24-billion-ai-factory-financing-iren,1,1
https://bam.brookfield.com/press-releases/naver-nvidia-and-brookfield-expand-koreas-national-ai-factory-infrastructure,1,1
https://www.prnewswire.com/news-releases/hadrian-raises-1-37b-series-d-to-build-highly-automated-factories-to-accelerate-americas-industrial-renewal-302844408.html,1,1
https://www.digitalbridge.com/news/2025-12-29-softbank-group-to-acquire-digitalbridge-for-4-billion-to-scale-next-gen-ai-infrastructure,1,1
https://ir.digitalbridge.com/news-releases/news-release-details/digitalbridge-stockholders-approve-acquisition-softbank-group,1,1
https://www.theinformation.com/articles/softbank-talks-buy-majority-stake-humanoid-maker-1x-6-billion-valuation,4,1
https://www.bloomberg.com/news/articles/2026-07-22/blackstone-tying-up-3-billion-airtrunk-loan-as-data-center-debt-binge-woes-grow,3,1
https://www.bloomberg.com/news/articles/2026-07-21/banks-wrap-up-loan-backing-softbank-s-5-4-billion-robotics-bet,3,0
https://asia.nikkei.com/editor-s-picks/interview/blackstone-to-invest-30bn-in-japan-ai-data-centers-president,3,0
https://www.bloomberg.com/news/articles/2026-07-16/apollo-bets-on-mexico-with-20-billion-target-for-private-credit,3,0
https://www.bloomberg.com/news/articles/2026-07-30/blue-owl-s-stack-seeks-5-9-billion-loan-extending-ai-debt-boom,3,0
https://investor.atmeta.com/investor-news/press-release-details/2025/Meta-Announces-Joint-Venture-with-Funds-Managed-by-Blue-Owl-Capital-to-Develop-Hyperion-Data-Center/default.aspx,1,0
https://nvidianews.nvidia.com/news/nvidia-partners-with-apollo-blackrock-blackstone-brookfield-goldman-sachs-and-kkr-to-establish-ai-compute-infrastructure-financing-platforms-to-mobilize-over-500-billion-of-third-party-capital,1,0
https://am.gs.com/en-us/advisors/news/press-release/2026/goldman-sachs-announces-agreement-to-acquire-lcn-capital-partner,1,0
https://ir.apollo.com/news-events/press-releases/detail/533/apollo-to-acquire-argo-infrastructure-partners,1,0
https://www.digitalbridge.com/news/2024-10-28-digitalbridge-to-acquire-yondr-group,1,0
https://ir.digitalbridge.com/news-releases/news-release-details/digitalbridge-announces-total-commitments-117-billion-fund-and,1,0
https://www.blackstone.com/fund/blackstone-digital-infrastructure-trust-bxdc/,1,0
https://www.global-infra.com/news/acs-is-joined-by-global-infrastructure-partners-to-launch-a-global-data-center-development-platform-with-initial-1-7-gw-portfolio/,1,0
https://bam.brookfield.com/press-releases/doe-site-western-kentucky-revitalized-data-center-campus-and-dedicated-energy,1,0
https://www.apollo.com/institutional/insights-news/insights/outlook/2026/infrastructure,1,0
https://www.bloomberg.com/news/articles/2026-08-06/defense-startup-hadrian-valued-at-7-87-billion-in-new-round,3,1
