source_url,source_tier,yielded
https://www.energy.gov/articles/energy-department-closes-loan-aep-texas-delivering-millions-electricity-cost-savings,1,1
https://www.utilitydive.com/news/doe-closes-up-to-326b-loan-to-aep-texas/824802/,3,1
https://www.nist.gov/news-events/news/2026/07/department-commerce-announces-direct-funding-agreement-bosch-225-million,1,1
https://www.nist.gov/news-events/news/2026/07/department-commerce-announces-letters-intent-7-companies-874-million,1,1
https://www.thenationalnews.com/business/markets/2026/07/01/abu-dhabis-ai-investment-firm-mgx-raises-49bn-for-new-fund/,3,1
https://www.mgx.ae/news-insights/abu-dhabi-launches-comprehensive-global-investment-strategy-artificial-intelligence,1,0
https://www.thenationalnews.com/future/technology/2026/07/21/blackrock-mgx-consortium-commits-5bn-for-aligned-data-centres-after-closing-acquisition/,3,1
https://www.agbi.com/ai/2026/07/mgx-group-pumps-5bn-growth-capital-into-data-centre-developer-aligned/,3,1
https://www.thenationalnews.com/business/markets/2026/08/03/mubadala-commits-44-of-portfolio-to-us-interests/,3,1
https://www.agbi.com/tech/2026/07/mubadalas-globalfoundries-lands-300m-us-award/,3,1
https://www.pif.gov.sa/en/news-and-insights/press-releases/2026/brookfield-announces-approximately-2-billion-first-close-of-pif-anchored-middle-east-focused-fund/,1,0
https://www.pif.gov.sa/en/news-and-insights/press-releases/2026/pif-signs-9-5-billion-usd-mous-ifc-miga/,1,0
https://www.humain.com/en/news/humain-backs-xai-with--3-billion-series-e-investment-ahead-of-hi.html,1,0
https://www.anthropic.com/news/series-h,1,0
https://www.datacenterdynamics.com/en/news/humain-and-infra-set-up-12bn-financing-package-to-fund-250mw-of-data-center-space-in-saudi-arabia/,3,0
https://www.spglobal.com/energy/en/news-research/latest-news/electric-power/062326-us-doe-to-loan-175-billion-to-five-nuclear-reactor-projects-for-long-lead-components,3,0
https://www.mintz.com/insights-center/viewpoints/2236/2026-07-02-washington-update-sustainable-energy-infrastructure-july,4,0
