source_url,source_tier,yielded
https://www.arrivelogistics.com/announcement/,1,1
https://www.prnewswire.com/news-releases/mubadala-capital-to-acquire-majority-equity-interest-in-arrive-logistics-302861134.html,1,1
https://www.joc.com/article/mubadala-invests-in-arrive-logistics-as-ai-driven-tech-race-heats-up-6277284,3,1
https://www.ttnews.com/articles/mubadala-arrive-majority,3,1
https://www.ajot.com/news/mubadala-capital-to-acquire-majority-equity-interest-in-arrive-logistics,3,1
https://www.freightwaves.com/news/arrive-logistics-plans-1000-hires-after-mubadala-majority-investment,3,1
https://www.supplychain247.com/article/mubadala-capital-takes-majority-stake-in-arrive-logistics,3,1
https://www.agbi.com/ai/2026/07/mgx-group-pumps-5bn-growth-capital-into-data-centre-developer-aligned/,3,0
https://www.thenationalnews.com/business/markets/2026/07/01/abu-dhabis-ai-investment-firm-mgx-raises-49bn-for-new-fund/,3,0
https://aligneddc.com/press-release/aip-mgx-and-blackrocks-gip-close-acquisition-of-aligned-data-centers/,1,0
https://www.global-infra.com/news/ai-infrastructure-partnership-aip-mgx-and-blackrocks-global-infrastructure-partners-gip-to-acquire-all-equity-in-aligned-data-centers/,1,0
https://www.mubadala.com/en/news/moove-raises-250-million-at-2-1-billion-valuation-to-scale-the-global-infrastructure-layer-for-autonomous-mobility,1,0
https://www.bloomberg.com/news/articles/2026-08-05/moove-hits-2-1-billion-valuation-in-mubadala-led-fundraising,3,0
https://www.mubadala.com/en/news/mubadala-capital-commences-operations-wholly-owned-asset-management-subsidiary-mubadala,1,0
https://www.thenationalnews.com/business/markets/2026/08/03/mubadala-commits-44-of-portfolio-to-us-interests/,3,0
https://www.pif.gov.sa/en/news-and-insights/press-releases/2026/chaired-by-hrh-crown-prince-pif-board-of-directors-approves-pif-2026-2030-strategy/,1,0
https://solarquarter.com/2026/08/18/saudi-arabias-pif-surges-past-900-billion-assets-as-2025-profit-more-than-doubles/,3,0
https://www.agbi.com/giga-projects/2026/08/pifs-new-strategy-focuses-on-returns-and-attracting-investment/,3,0
